OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
1137,4586,Balealspot,Patrícia Santos Carreira,"BALEALSPOT, UNIPESSOAL LDA",Hotel,2,18,36,18,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Restaurante; Terraços; Piscina,1399420800000,Sim,Não,http//www.balealspot.com,luismlnroque@hotmail.com,"Av do mar, nº 109 baleal",2520-101,Ferrel,"39,37122518 ; -9,33198915",Fiavel,101406,Ferrel,Peniche,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
1140,4682,Lisboa Carmo Hotel,Fundo de Investimento Imobiliário Fechado IMOFID,"AM2 - GEST?O HOTELEIRA, S.A.",Hotel,4,48,93,48,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante,1375228800000,Sim,Não,www.lisboacarmohotel.pt,lisboa.carmo@luxhotels.pt,"Rua da Oliveira ao Carmo, 1 a 3",1200-307,Lisboa,"38,7122280942484 ; -9,14137678688743",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1144,4291,Hotel Hebe,Vítor José Antunes da Silva Machado,VITOR JOSE ANTUNES DA SILVA MACHADO,Hotel,2,15,26,15,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Business Center,1384128000000,Sim,Não,www.hotelhebe.com,hotelhebe@gmail.com,Avenida da Praia nº 14 - Lugar da Estrada,2525-471,Atouguia da Baleia,"39,32442592 ; -9,34532515",Fiavel,101402,Atouguia da Baleia,Peniche,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
1145,5136,Vincci Porto,"FALOPIN HOTEIS - HOTELARIA E SERVIÇOS, LDA",LUSOVINCCI UNIPESSOAL LDA,Hotel,4,95,190,92,3,0,0,0,NaoIntegra,,Não,Sim,140,Não,2 salas de reuniões,1418601600000,Sim,Não,,porto@vinccihoteles.com,"Alameda Basílio Teles, 29/33",4150-127,Porto,"41,14712753 ; -8,63214022",Fiavel,131218,União das freguesias de Lordelo do Ouro e Massarelos,Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1146,6807,IBN ARRIK,"Apícula - Investimentos, SA","Apícula - Investimentos, SA",Hotel,4,23,46,20,3,0,0,0,NaoIntegra,,Não,Não,0,Sim,Sala de estar com bar; Terraço,1489708800000,Sim,Sim,,apicula.investimentos@gmail.com,"Rua Alexandre Herculano, 18 a 20 e 22 a 24",3000-019,Coimbra,"40,20770001 ; -8,41946448",Fiavel,060334,"União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",Coimbra,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
1147,8549,Porto City Hotel,IMOMAJEED COMERCIO SERVICOS E IMOBILIARIA LDA,IMOMAJEED COMERCIO SERVICOS E IMOBILIARIA LDA,Hotel,3,40,80,40,0,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1558569600000,Sim,Não,www.portocityhotel.com,geral@portocityhotel.com,"Rua de Faria Guimarães, 211/215",4000-206,Porto,"41,1592684605403 ; -8,60853575317742",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1148,6310,Eurostars Santa Luzia,IMOBILIARIA FALANCES E FONTES LDA,HOTEL CIDADE DE EVORA UNIPESSOAL LDA,Hotel,4,99,198,95,4,0,0,0,NaoIntegra,,Não,Sim,300,Sim,"Spa (com piscina interior, ginásio, sauna, banho turco, jacuzzi e 2 salas de massagens); 2 salas de reuniões; sala de estar; bar; restaurante; terraço com piscina exterior; bar de apoio à piscina; esplanadas.",1464134400000,Sim,Não,www.eurostarssantaluzia.com,dir@eurostarsportodouro.com,"Rua Francisco Agra, 100",4800-157,Guimarães,"41,4464716 ; -8,29656858",Fiavel,030804,Azurém,Guimarães,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Sim
1150,3625,Hotel Alendouro,Marisa Alendouro,"HOTEL ALENDOURO, LDA",Hotel,2,24,48,23,1,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1347840000000,Sim,Não,www.hotelalendouro.com,geral@hotelalendouro.com,Avenida Dom Nuno Álvares Pereira 28,5340-202,Macedo de Cavaleiros,"41,5356090517307 ; -6,95832601574363",Fiavel,040520,Macedo de Cavaleiros,Macedo de Cavaleiros,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Sim
1152,11629,TURIM LIBERDADE HOTEL,Turnave SA,IMOBIMACUS SOC ADMINISTRADORA DE IMOVEIS SA,Hotel,4,100,100,100,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante,1701907200000,Nao,Não,,dirgeral@turimhoteis.com,Rua Duque Palmela 20,1269-174,LISBOA,"38,72357852 ; -9,14977188",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
1153,5886,Jupiter Lisboa Hotel,Pereira 54  Sociedade Imobiliária SA,"JUPITER LISBOA INDUSTRIA HOTELEIRA, S.A.",Hotel,4,224,448,213,11,0,0,0,NaoIntegra,,Não,Sim,270,Sim,Ginásio; Piscina interior; Jacuzzi; Sauna; Banho turco; Salas de massagem; Cabeleireiro; Bar; Restaurante; Business center; 3 salas de reuniões; Piscina exterior; Solário,1441238400000,Sim,Não,www.jupiterlisboahotel.com,info.lisboa@jupiterhotelgroup.com,Avenida da Republica nº 46,1050-195,Lisboa,"38,739711733921 ; -9,14567642152482",Fiavel,110657,Avenidas Novas,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1155,3220,Brown's Downtown Hotel,"BAIXA & CHIADO - HOTEL, S.A.","BAIXA & CHIADO - HOTEL, S.A.",Hotel,3,36,72,28,0,8,0,0,NaoIntegra,,Não,Não,0,Não,-,1319500800000,Sim,Não,https://www.brownshotelgroup.com/browns-downtown/,info@hotelbrownsdowntown.com,"Rua dos sapateiros, n.º 73",1100-576,LISBOA,"38,7105089717855 ; -9,13820164744679",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1157,2909,Palace Hotel Monte Real,"ECOTUR - EMPREENDIMENTOS TURÍSTICOS, S.A.",HOTEL CENTER DE MONTE REAL S A,Hotel,4,101,202,96,5,0,0,0,NaoIntegra,,Não,Sim,400,Sim,"4 Sala multiusos, restaurante, , 2 salas de estar, bar, loja, jardim de inverno com bar, piscina, bar, 2 campos de ténis, espaços ajardinados e minigolf",1307577600000,Sim,Não,www.termasdemontereal.pt,palace.hotel@termasdemontereal.pt,Largo Manuel da Silva Pereira nº 1,2425-041,Monte Real,"39,85156256 ; -8,86751734",Fiavel,100935,União das freguesias de Monte Real e Carvide,Leiria,Leiria,Região de Leiria,Centro,Turismo do Centro de Portugal,Sim
1158,994,Stay Hotel Faro Centro,Herança Indivisa de José Clemente Ribeiro,"Just Stay Hotels, S.A.",Hotel,3,60,107,59,1,0,0,0,NaoIntegra,,Não,Sim,50,Não,Bar; Snack-bar; Cafetaria,1182297600000,Sim,Não,www.stayhotels.pt,faro@stayhotels.pt,"Rua de Portugal, 17-19",8000-281,Faro,"37,01687314 ; -7,93181099",Fiavel,080508,União das freguesias de Faro (Sé e São Pedro),Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
1159,4632,Lisboa Prata Boutique Hotel,Traun Imobiliária SA,Irmãos Dias - Gestão Hoteleira Lda,Hotel,3,24,46,24,0,0,0,0,NaoIntegra,,Não,Não,0,Não, ,1455235200000,Sim,Sim,www.lpboutiquehotel.com/,dir@lpboutiquehotel.com,"Rua da Prata, 116",1100-420,Lisboa,"38,71061054 ; -9,1366296",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1163,5404,Hotel 3K Faro Aeroporto,Verde Amanhecer Lda,Verde Amanhecer Lda,Hotel,3,51,101,51,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Internet Center; Bar; Sala de pequenos almoços; Piscina exterior; esplanada; jardim,1425945600000,Sim,Não,www.hotel3kfaro.com,geral@hotel3kfaro.com,En 125-10 Estrada do Aeroporto,8005-146,Faro,"37,02638106 ; -7,96882663",Fiavel,080506,Montenegro,Faro,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
1164,7539,WC Beautique Hotel,"AMIRALI RAJABALI & FILHOS, S.A.",THE BEAUTIQUE HOTELS - SOCIEDADE DE GEST?O HOTELE,Hotel,4,41,47,40,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar/Zona de estar; Sala de refeições,1513209600000,Sim,Não,www.thebeautiquehotels.com,reservations@thebeautiquehotels.com,Avenida Almirante Reis 35,1150-010,Lisboa,"38,72364291 ; -9,13539258",Fiavel,110656,Arroios,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1165,6230,Hotel Convento do Salvador,ASSOCIA??O PARA A PROMO??O CULTURAL DA CRIAN?A AP,ASSOCIA??O PARA A PROMO??O CULTURAL DA CRIAN?A AP,Hotel,3,43,82,34,9,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Pátio exterior,1456963200000,Sim,Não,www.conventosalvador.pt,hotel@conventosalvador.pt,"Rua do Salvador, 2 B",1100-465,Lisboa,"38,7128313 ; -9,12980858",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1167,6262,Timbre Heroísmo Hotel,"I.M.E. - IMÓVEIS E EMPRENDIMENTOS HOTELEIROS, S.A.","I.M.E. - IMÓVEIS E EMPRENDIMENTOS HOTELEIROS, S.A.",Hotel,4,153,306,141,12,0,0,0,NaoIntegra,,Não,Sim,400,Não,Business center; Salas polivalentes; Circuito de manutenção,1453420800000,Sim,Não,www.timbrehotels.com/heroismo,info@timbreheroismo.com,"Rua do Heroísmo 235,237",4300-259,Porto,"41,14599816 ; -8,59315402",Fiavel,131202,Bonfim,Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1175,9812,Hotel Porto Interface Trindade By Kavia,"Apartm Hot Interface\, Lda.","Tapada Lírica, Lda.",Hotel,2,45,90,45,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,1629072000000,Sim,Não,,direcao@interfaceporto.pt,"Rua de Camões, 43/47",4000-144,Porto,"41,1523293 ; -8,61034817",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
1180,8191,Sintra Bliss Hotel,"JNP - Imobiliária e Turismo, Lda.","JNP - Imobiliária e Turismo, Lda.",Hotel,3,17,34,17,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Esplanada,1534204800000,Sim,Não,www.sintrablisshouse.com,geral@sintrablisshotel.com,"Rua Dr. Alfredo da Costa, n.º 15-17",2710-524,Sintra,"38,7992394541882 ; -9,38700198035795",Fiavel,111128,"União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",Sintra,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1181,9564,Hotel Mercure Fátima,OUTEIRÃO TURISMO LDA,OUTEIRÃO TURISMO LDA,Hotel,4,72,144,72,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Ginásio,1615248000000,Sim,Não,https://all.accor.com/hotel/B1F4/index.pt.shtml,hb1f4@accor.com,Rua Conego Manuel Nunes Formigão 4,2495-417,Fátima,"39,62788307 ; -8,67509673",Fiavel,142106,Fátima,Ourém,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
1184,7296,Memmo Príncipe Real,EKMAR - HOTELARIA E TURISMO LDA,EKMAR - HOTELARIA E TURISMO LDA,Hotel,5,41,82,39,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Terraço; Tanque,1481587200000,Sim,Não,www.memmohotels.com,preal@memmohotels.com,"Rua D. Pedro V, 56",1250-094,Lisboa,"38,71625638 ; -9,14612513",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1185,8248,Basic Braga By Axis,IP PATRIMONIO S.A.,TURILIMA EMPREENDIMENTOS TURISTICOS DO VALE DO LI,Hotel,2,145,305,135,0,10,0,0,NaoIntegra,,Não,Sim,100,Não,-,1547769600000,Sim,Não,www.basichotelbraga.com,silviaqueiros@axishoteis.com,Largo da Estação n.º 30 - Maximinos,4700-223,Braga,"41,54774496 ; -8,43512377",Fiavel,030364,"União das freguesias de Braga (Maximinos, Sé e Cividade)",Braga,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Sim
1186,6338,Hotel Vincci Liberdade,IMOURBE - Fundo de Investimento Imobiliario Fechado,LUSOVINCCI UNIPESSOAL LDA,Hotel,4,83,166,81,2,0,0,0,NaoIntegra,,Não,Sim,60,Não,Sala de reuniões,1453075200000,Sim,Não,www.vinccihoteles.com,liberdade@vinccihoteles.com,Rua Rosa Araujo,1250-195,Lisboa,"38,72204939 ; -9,14934694",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1193,5202,HF FENIX MUSIC HOTEL,Imoandorra Empreendimentos Imobiliários Lda,Expotel - Exploração e Administração Hoteleira LDA,Hotel,3,109,218,109,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar;  Piscina na cobertura; Jardim no logradouro; Bar,1456876800000,Sim,Não,www.hfhotels.com,hfcompliance@hfhotels.com,Rua Joaquim Antonio de Aguiar nº 5,1050-010,Lisboa,"38,7247797437088 ; -9,15192101792148",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1196,10546,Lpa Pereira Hotel Restaurante,LUIS PEDRO ALVES PEREIRA SOCIEDADE UNIPESSOAL LDA,LUIS PEDRO ALVES PEREIRA SOCIEDADE UNIPESSOAL LDA,Hotel,2,10,20,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1666656000000,Sim,Sim,,geral@lpapereira.com,Zona Industrial Lote 1,6030.012,FRATEL,"39,63051389 ; -7,75189048",Fiavel,051101,Fratel,Vila Velha de Ródão,Castelo Branco,Beira Baixa,Centro,Turismo do Centro de Portugal,Não
1198,3918,Real Abadia Congress & Spa Hotel,REAL ABADIA - HOTEL RURAL LDA,REAL ABADIA - HOTEL RURAL LDA,Hotel,4,39,78,26,6,0,7,0,NaoIntegra,,Não,Sim,139,Sim,Restaurante; Bar; Sala multiusos; Piscina interior; Biblioteca; Jardim; Piscina exterior; Percurso pedestre,1705017600000,Sim,Não,www.realabadiahotel.pt/,geral@realabadiahotel.pt,"Rua da Escola, Capuchos",2460-479,Alcobaça,"39,53574365 ; -8,96112789",Fiavel,100108,Évora de Alcobaça,Alcobaça,Leiria,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
1202,6355,Hotel Premium Porto Downtown,"Onda Oscilante - Unipessoal, Lda","Hotel Premium Porto Downtown, Lda.",Hotel,4,56,111,56,0,0,0,0,NaoIntegra,,Não,Sim,25,Não,Zona de estar; Sala de conferências.,1462233600000,Sim,Não,,armindo.daisson@hoteispremium.com,"Av. Rodrigo de Freitas, 427",4000-423,Porto,"41,14528421 ; -8,60469983",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1205,7002,INATEL Manteigas Hotel,Fundação INATEL,Fundação INATEL,Hotel,3,24,48,22,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar/TV/Bar; Kids Club; Sala de refeições; Cafetaria; Gabinetes termais; Duche escocês; Ginásio; Campo de ténis; Capela; ,1494374400000,Sim,Não,WWW.inatel.pt,inatel.manteigas@inatel.pt,Caldas de Manteigas - Apartado 17,6260-012,Manteigas,"40,38551206 ; -7,54517356",Fiavel,090803,Manteigas (São Pedro),Manteigas,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Sim
1207,7260,Terma's Park Hotel e Restaurante,Quinta do Vale Correia - Empreendimentos Turístic,Quinta do Vale Correia - Empreendimentos Turístic,Hotel,3,20,36,19,1,0,0,0,NaoIntegra,,Não,Não,0,Não,-,1504051200000,Sim,Não,,termasparkhotel2017@gmail.com,Cruzamento da Quinta dos Matos - EN 229,3570-180,Pinheiro Agb,"40,77519567 ; -7,60291254",Fiavel,090110,Pinheiro,Aguiar da Beira,Guarda,Viseu Dão Lafões,Centro,Turismo do Centro de Portugal,Não
1208,8069,Hotel Lis Baixa,Sociedade Hoteleira Silvar,Sociedade Hoteleira Silvar,Hotel,3,49,70,48,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Bar,1538006400000,Sim,Não,https://www.lishotels.pt/,rui.mata@hotellis.pt,Rua dos Douradores n.º 146,1100-107,Lisboa,"38,7121295 ; -9,1368272",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1214,9662,Moxy Lisbon City,"Sociedade Portuguesa de Hotelaria Duque de Loulé (Phdl), Lda.","Sociedade Portuguesa de Hotelaria Duque de Loulé (Phdl), Lda.",Hotel,3,136,265,136,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,1620000000000,Sim,Não,https://www.marriott.com/hotels/travel/lisop-moxy-,bpires@moxylisboncity.com,Av. Duque Loulé nº 2,1050-090,Lisboa,"38,72922502 ; -9,14408025",Fiavel,110656,Arroios,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
1216,6512,Hotel Moov Porto Norte,"ENDUTEX HOTEIS SOCIEDADE UNIPESSOAL, LDª","ENDUTEX HOTEIS SOCIEDADE UNIPESSOAL, LDª",Hotel,2,129,258,129,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Receção com zona de estar.,1465776000000,Sim,Não,www.hotelmoov.com,rececaoportonorte@hotelmoov.com,"R. Henrique Pousão, 907",4460-282,Senhora da Hora,"41,18029647 ; -8,65314948",Fiavel,130824,Senhora da Hora,Matosinhos,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1219,6762,Casa do Adro Hotel,MARIMI - SOCIEDADE DE GESTÃO HOTELEIRA S A,MARIMI - SOCIEDADE DE GEST?O HOTELEIRA S A,Hotel,4,44,88,44,0,0,0,0,NaoIntegra,,Não,Sim,77,Não,Bar; Restaurante; Piscina exterior; Esplanada,1485734400000,Sim,Não,www.casadoadrohotel.com,director@casadoadrohotel.com,"Rua Dr. António Baião, 13",2240-344,Ferreira do Zêzere,"39,69541124 ; -8,28918675",Fiavel,141106,Ferreira do Zêzere,Ferreira do Zêzere,Santarém,Médio Tejo,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Sim
1220,5694,Fábrica do Chocolate Hotel,NA ROTA DO CHOCOLATE - HOTELARIA E TURISMO LDA,NA ROTA DO CHOCOLATE - HOTELARIA E TURISMO LDA,Hotel,4,18,36,13,5,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Bar; loja; Sala de chocoterapia; Museu do chocolate; sala de workshops,1436745600000,Sim,Não,www.fabricadochocolate.com,fabricadochocolate@fabricadochocolate.com,"Rua do Gontim, nº 70-76",4900-474,Viana do Castelo,"41,69542652 ; -8,82368516",Fiavel,160948,União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Sim
1224,7183,Palace Hotel & SPA das Termas do Bicanho de 4*,"GUMERBEIRA - DESENVOLVIMENTO TURISTICO E IMOBILIARIO,SA","GUMERBEIRA - DESENVOLVIMENTO TURISTICO E IMOBILIARIO,SA",Hotel,4,136,272,134,2,0,0,0,NaoIntegra,,Não,Sim,500,Sim,Bar; Sete salas polivalentes; Ginásio; Piscina adultos e crianças; Jardim,1490313600000,Sim,Não,www.termasdobicanho.com,geral@termasdobicanho.com,Lugar do Bicanho -Soure,3130-112,Samuel,"40,08675663 ; -8,73941944",Fiavel,061508,Samuel,Soure,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Sim
1226,7375,Hotel Cegonha,Manuel da Silva Sousa,"Stork Family, Unipessoal, Lda",Hotel,2,22,44,20,0,2,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar,1391472000000,Sim,Não,,hotelcegonha@gmail.com,Travessa do Ferrador,7580-114,Alcácer do Sal,"38,37183118 ; -8,50882383",Fiavel,150109,Alcácer do Sal (Santiago),Alcácer do Sal,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Sim
1227,7845,My Story Hotel Ouro,Multicontinente Lda.,"Hosteling You, Lda",Hotel,3,51,76,51,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Zona de estar; Sala de refeições,1525996800000,Sim,Não,www.mystoryhotels.com,ouro@mystoryhotels.com,"Rua Aurea, 100",1100-063,Lisboa,"38,70997892 ; -9,1381421",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1233,6686,Pestana CR7 Lisboa Hotel,PESTANA CR7 - LISBOA HOTEL INVESTIMENTOS TUR?STIC,Pestana CR7 - Madeira Hotel Investimentos Turísti,Hotel,4,84,137,83,1,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar/zona de estar; sala polivalente.,1471305600000,Sim,Não,www.pestana.pt,guest@pestana.com,"Rua do Comércio, n.º 40 a 64",1100-150,Lisboa,"38,7092231 ; -9,13591832",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1235,4837,Lx Boutique Hotel,LXW Administração de Bens Negocios Imobiliarios e Serviços Unipessoal,BH - ACTIVIDADES TURISTICAS LDA,Hotel,4,68,99,66,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Restaurante; Sala de pequenos-almoços,1517443200000,Sim,Não,www.lxboutiquehotel.com,carlos.ornelas@lxboutiquehotel.com,Rua do Alecrim 12,1200-017,Lisboa,"38,7069834 ; -9,14328685",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1236,12039,Wine & Books Porto Hotel,WORLDLOUNGE LDA,WORLDLOUNGE LDA,Hotel,5,70,140,67,3,0,0,0,NaoIntegra,,Não,Não,0,Sim,Restaurante; 2 salas de reuniões; Ginásio; Sauna; Banho turco; Sala de massagem; Cabeleireiro; SPA;Piscina interior,1719360000000,Sim,Não,www.winebookshotels.com,recepction@porto.wbh.pt,Rua de José Falcão 47,4050-526,PORTO,"41,14827835 ; -8,61485601",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
1239,9002,Turim Av Liberdade Hotel,TURNAVE - SA,IMOBIMACUS SOC ADMINISTRADORA DE IMOVEIS SA,Hotel,4,65,102,65,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1523491200000,Nao,Não,www.turim-hotels.com,turimavliberdadehotel@turimhoteis.com,Avenida da Liberdade 247,1250-143,Lisboa,"38,72377356 ; -9,14938442",Fiavel,110666,Santo António,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1240,7176,Fenicius Charme Hotel,Verde Elegante Lda.,"Guardião de Mimos, Lda.",Hotel,3,40,69,40,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar,1479772800000,Sim,Não,www.hotelfenicius.pt,federico@hotelfenicius.pt,"Rua Andrade, 23",1170-014,Lisboa,"38,72236313 ; -9,13375263",Fiavel,110656,Arroios,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1246,5313,Hotel Monte Belvedere,"SHIADURBE PORTUGAL, S.A.","SHIADURBE PORTUGAL, S.A.",Hotel,3,12,23,12,0,0,0,0,NaoIntegra,,Não,Sim,12,Não,Sala de estar/ jogos/leitura; Restaurante.,1471824000000,Sim,Não,www.shiadu.com,vasco@shiadu.com,"Rua de Santa Catarina, 17",1200-401,Lisboa,"38,70973398 ; -9,14815785",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
1247,6554,Porto AS1829 Hotel,"Henara - Sociedade de Empreendimentos e Investimentos Imobiliários, Lda","Variable Opulence - Empreendimentos Hoteleiros, Lda.",Hotel,4,41,69,41,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Loja/papelaria; Sala de refeições; Esplanadas,1460678400000,Sim,Não,www.artsoulgroup.com,variableopulence@artsoulgroup.com,"Largo de São Domingos, 45",4050-545,Porto,"41,14304946 ; -8,61499016",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Sim
1249,6940,Hotel Casa da Nora,Jose Paulo Fetal da Silva e Maria de Fatima Mendes Vieira,NORA CORTES - ACTIVIDADES HOTELEIRAS UNIPESSOAL L,Hotel,3,13,27,11,2,0,0,0,NaoIntegra,,Não,Não,0,Não,"Sala de Restaurante, Piscina Exterior",1571616000000,Sim,Não,www.casadanora.com,geral@casadanora.com,"Largo Jose Marques da Cruz, 8. Cortes",2410-506,Leiria,"39,70098352 ; -8,78744083",Fiavel,100933,"União das freguesias de Leiria, Pousos, Barreira e Cortes",Leiria,Leiria,Região de Leiria,Centro,Turismo do Centro de Portugal,Não
